Wavelength,LII,Z-Wavelength,Z-LII,,Z-LII2,Z-LII3
889.0136005,15.1602156,-1.56431222,1.266422868,,0.002720833,1.436479926
820.0512249,1.48975488,5.793320656,-1.081096053,,2.774837017,0.93816638
985.5789098,3.042321615,6.545826435,1.054923892,,-5.111635208,0.102032185
837.7103911,15.18797955,4.369439602,3.508416653,,0.466632962,2.905995846
896.8846459,0.925671015,5.207909107,-4.588692665,,-1.243154645,2.784471273
891.5858589,13.96940295,3.465547085,5.277910233,,1.959496975,4.475091934
941.646786,3.33203739,5.250216961,0.713204741,,1.562502027,-1.973051906
972.2511985,0.536274756,4.262589931,-3.378766537,,0.748514533,1.58686626
824.010114,10.738242,0.924302518,2.559556246,,2.879407167,-0.545309424
972.7526496,5.49408036,3.378367662,-0.050328135,,0.609117746,5.686230183
986.8121501,1.72709415,0.1171,-1.326427341,,1.789399743,-1.263046384
885.2597698,43.78212495,3.935586929,4.84743309,,1.697651029,5.025509834
905.1625221,10.47468558,3.136418343,2.584830999,,0.88949424,1.39621973
892.398114,3.793486095,5.640976906,0.002720833,,0.478726983,-1.660530686
830.5490295,3.163791121,1.841800928,2.774837017,,0.505373716,2.379451036
816.0355343,1.150701147,1.505592585,-5.111635208,,4.712376595,-0.35780561
900.0155686,4.062027795,3.324023247,0.466632962,,-0.902340293,-0.250918627
938.0093426,1.210507545,3.846597672,-1.243154645,,0.051294565,0.739412248
978.6477419,7.29762951,4.958350658,1.959496975,,2.223226547,2.545309544
896.4061138,26.74162845,8.739712715,1.562502027,,-0.049927592,4.001236439
904.7003373,6.95600685,3.864440441,0.748514533,,0.536021709,4.358691692
948.9756412,0.556366074,1.781014442,-1.788316846,,5.529794693,0.156010389
990.6550072,0.549345666,6.840996742,-3.736448765,,-0.823224664,5.437057972
889.4797002,43.5279306,3.630090237,2.879407167,,0.557817101,-6.512711048
893.490345,3.007541955,-4.107729912,0.609117746,,0.130979896,0.589944005
901.2786967,11.33671287,6.235615253,1.789399743,,4.856584072,-0.470620275
891.0882,7.45423968,1.466147423,1.697651029,,-1.591073632,-0.372034192
895.5750711,4.87952037,1.74058032,0.88949424,,2.062264919,0.72042942
911.3308391,7.56357048,5.14811945,0.478726983,,1.692145348,-0.496353507
804.4505029,5.92526199,3.730540752,0.505373716,,0.744639456,0.981264353
824.3741063,49.60915095,6.622106552,4.712376595,,0.493663073,2.289724112
1014.163307,1.27487871,4.82968235,-0.902340293,,0.743897498,4.996643066
913.0929044,4.742136825,4.151933193,0.051294565,,2.115718365,0.608292341
900.2366557,9.41229315,3.229268074,2.223226547,,2.043535948,1.749047875
858.9521344,5.16820191,4.583348274,-0.049927592,,0.337239385,0.476710916
805.1072945,6.42114252,8.049841881,0.536021709,,-0.092170358,-0.857776761
803.4375506,0.818175216,0.568756759,-2.847943783,,3.485138655,0.071658015
801.3935426,9.77381568,-1.876958847,5.529794693,,1.680679083,0.646812916
888.2326242,2.9335125,2.901841402,-0.823224664,,0.070612073,0.397710919
1018.546873,0.72743076,1.525768042,-2.474734783,,-0.1510849,0.506696939
862.5427297,0.904252443,2.945349932,-1.783310056,,-0.060262203,-0.694604516
890.5801863,34.3250031,1.296350718,0.557817101,,0.100512266,1.909479022
903.7116106,5.82794058,1.63728857,0.130979896,,4.615642071,-0.881608605
951.589896,9.8499069,4.407515049,4.856584072,,2.296357155,1.658440948
1048.395171,1.900696245,5.415642262,-1.591073632,,,0.122761846
972.9925843,7.10839836,3.095789671,2.062264919,,,-0.133114934
868.9180701,0.808787208,-1.513905525,-2.503780365,,,0.124441028
911.956853,7.81301388,3.464519501,1.692145348,,,-1.786553741
883.4988922,2.328505035,1.053697109,0.744639456,,,1.09821558
952.9443261,3.75746286,-2.672355413,0.493663073,,,-1.165613294
923.2096637,6.77802435,5.372243881,0.743897498,,,-2.422861576
916.9906988,39.5077782,1.720415592,2.115718365,,,-0.754949689
853.6940043,30.5994024,9.203036308,2.043535948,,,3.517087698
919.5691951,4.51961907,2.956731558,0.337239385,,,0.058167577
809.006015,22.81086015,3.68553257,-0.092170358,,,0.762278199
918.5582222,15.2820462,4.211374283,3.485138655,,,0.287374735
994.9681989,6.77453358,4.40835762,1.680679083,,,-0.323538899
948.4421146,1.851719733,1.723591566,0.070612073,,,-0.547890782
1000.62964,3.40390401,3.463340759,-0.1510849,,,1.451878548
804.9881921,2.833797135,1.794730663,-0.060262203,,,4.622360706
958.279646,2.796164565,6.407838821,0.100512266,,,-1.662773728
985.45688,0.829419549,2.816601753,0.01254487,,,2.261715651
855.4460332,40.78017825,2.676103354,4.615642071,,,-1.423308015
811.7702875,321.6971835,7.335354805,2.296357155,,,1.159715652
,,,,,,-1.20572412
,,,,,,0.149312377
,,,,,,4.455142021
,,,,,,-2.877563
,,,,,,0.785740614
,,,,,,4.58335495
,,,,,,-1.791846395
,,,,,,-1.259199262
,,,,,,-1.069472194
,,,,,,7.225245476
,,,,,,-0.657767177
,,,,,,-0.425827861
,,,,,,1.651370049
,,,,,,2.979791641
,,,,,,-1.872362733
,,,,,,-2.3906703
,,,,,,1.56676209
,,,,,,3.432626247
,,,,,,-1.64005506
,,,,,,-1.734313369
,,,,,,2.898909092
,,,,,,-5.219115734
,,,,,,3.397364855
,,,,,,-3.890030861
,,,,,,1.852286458
,,,,,,0.516025782
,,,,,,1.34831953
,,,,,,0.569265962
,,,,,,-0.724985242
,,,,,,1.601583958
,,,,,,-1.817648292
,,,,,,-0.274372578
,,,,,,-1.756216168
,,,,,,-1.077667594
,,,,,,-0.822735667
,,,,,,0.297847271
,,,,,,-0.010280848
,,,,,,1.194130898
,,,,,,2.784356833
,,,,,,1.629065752
,,,,,,-1.507066369
,,,,,,-0.580232501
,,,,,,-2.2252841
,,,,,,1.055137992
,,,,,,0.769864678
,,,,,,-0.950776219
,,,,,,-1.384584546
,,,,,,3.650075436
,,,,,,-0.254344344
,,,,,,2.495883465
,,,,,,5.051059246
,,,,,,5.672983646
,,,,,,-2.692463398
,,,,,,-1.433997035
,,,,,,0.538993359
,,,,,,0.454817653
,,,,,,2.251041651
,,,,,,1.35905838
,,,,,,0.684717536
,,,,,,-0.67679894
,,,,,,-1.312131763
,,,,,,0.230333447
,,,,,,2.197468996
,,,,,,0.269176364
,,,,,,1.886813521
,,,,,,-1.712311387
,,,,,,0.428240776
,,,,,,1.480550289
,,,,,,-0.114713788
,,,,,,0.275938749
,,,,,,0.840487957
,,,,,,8.243254662
,,,,,,-0.275872827
,,,,,,1.321475625
,,,,,,1.083758593
,,,,,,1.746287465
,,,,,,-1.517552018
,,,,,,0.091918707
,,,,,,-0.841903329
,,,,,,-0.634243846
,,,,,,0.456251621
,,,,,,-2.115733147
,,,,,,-2.879345894
,,,,,,4.928544521
,,,,,,-0.623678565
,,,,,,-1.082412601
,,,,,,4.184628487
,,,,,,4.867629051
,,,,,,-1.416469932
,,,,,,-2.882265091
,,,,,,4.234611511
,,,,,,3.637826443
,,,,,,0.490928411
,,,,,,-0.350565553
,,,,,,0.797680557
,,,,,,3.507618427
,,,,,,-4.670318127
,,,,,,0.777468383
,,,,,,1.095679522
,,,,,,1.324744225
,,,,,,-2.214387894
,,,,,,-0.931522965
,,,,,,-6.377257824
,,,,,,4.310654163
,,,,,,3.643985748
,,,,,,0.05695653
,,,,,,1.456049919
,,,,,,0.844706178
,,,,,,-0.176394105
,,,,,,-0.291909575
,,,,,,-0.039750457
,,,,,,1.91021812
,,,,,,1.750506639
,,,,,,6.746067047
,,,,,,1.493233442
,,,,,,1.67251122
,,,,,,-2.538815975
,,,,,,-0.954763293
,,,,,,-0.255444646
,,,,,,1.566286325
,,,,,,-2.679262638
,,,,,,0.655015469
,,,,,,4.253046513
,,,,,,-1.064886689
,,,,,,2.465806007
,,,,,,-2.279129028
,,,,,,-1.183720708
,,,,,,-1.156317115
,,,,,,-2.42220068
,,,,,,3.469177246
,,,,,,-0.543132663
,,,,,,-0.705716491
,,,,,,-2.794277668
,,,,,,-1.051233411
,,,,,,-2.741171837
,,,,,,0.557277083
,,,,,,2.926014423
,,,,,,-2.583594799
,,,,,,-0.299713731
,,,,,,5.905412674
,,,,,,-1.177061677
,,,,,,-0.788625836
,,,,,,-2.12770319
,,,,,,-0.056997895
,,,,,,0.26394701
,,,,,,-1.45687592
,,,,,,-2.025435925
,,,,,,-1.963045478
,,,,,,-0.914185882
,,,,,,-1.816682458
,,,,,,2.343625546
,,,,,,3.467323303
,,,,,,2.231021643
,,,,,,-0.918676257
,,,,,,-2.334592342
,,,,,,2.279996157
,,,,,,0.509638429
,,,,,,-0.502002358
,,,,,,-0.863931775
,,,,,,-1.122644305
,,,,,,-0.865506053
,,,,,,-0.612726331
,,,,,,-1.597383142
,,,,,,3.271784782
,,,,,,1.94299376
,,,,,,-2.474477768
,,,,,,3.835233688
,,,,,,2.17607975
,,,,,,1.575814724
,,,,,,-1.006473184
,,,,,,0.229585171
,,,,,,0.902911663
,,,,,,0.205353856
,,,,,,1.660385489
,,,,,,-1.343503118
,,,,,,7.257787228
,,,,,,0.807342112
,,,,,,-0.820308566
,,,,,,2.945754528
,,,,,,1.19746089
,,,,,,3.396857023
,,,,,,1.535982132
,,,,,,-2.168896675
,,,,,,1.594622016
,,,,,,0.47140193
,,,,,,-1.469071746
,,,,,,1.692680478
,,,,,,1.227072954
,,,,,,4.316943169
,,,,,,-3.302379131
,,,,,,-0.882841706
,,,,,,-0.83697021
,,,,,,2.227332592
,,,,,,-1.410127997
,,,,,,-0.503748775
,,,,,,-1.254436374
,,,,,,-1.736266494
,,,,,,3.147241831
,,,,,,0.22197485
,,,,,,3.359781265
,,,,,,1.954311371
,,,,,,0.645883203
,,,,,,1.282722473
,,,,,,0.290624022
,,,,,,-1.34384191
,,,,,,-1.090533376
,,,,,,3.673701286
,,,,,,-0.876047492
,,,,,,0.299537301
,,,,,,-1.228065848
,,,,,,1.018410444
,,,,,,-0.653209805
,,,,,,0.231031537
,,,,,,2.102893591
,,,,,,5.37112999
,,,,,,2.117837429
,,,,,,2.340311766
,,,,,,-0.961168647
,,,,,,2.343830347
,,,,,,0.358624458
,,,,,,0.380964875
,,,,,,4.271166801
,,,,,,-0.385637879
,,,,,,-2.712900639
,,,,,,5.663694859
,,,,,,-1.283637166
,,,,,,1.410093546
,,,,,,0.526730061
,,,,,,3.711975813
,,,,,,1.729562402
,,,,,,0.152195573
,,,,,,-8.134030342
,,,,,,-1.657641053
,,,,,,0.170143008
,,,,,,0.183074355
,,,,,,6.574054241
,,,,,,8.046261787
,,,,,,1.538986683
,,,,,,2.993342876
,,,,,,0.192575574
,,,,,,-2.28567028
,,,,,,1.900182366
,,,,,,7.16795969
,,,,,,-1.485343814
,,,,,,5.728817463
,,,,,,-0.721732259
,,,,,,4.414745808
,,,,,,-2.249816895
,,,,,,-1.822652698
,,,,,,-0.266058683
,,,,,,1.408908367
,,,,,,-1.676564097
,,,,,,2.376410961
,,,,,,1.336117864
,,,,,,4.50059557
,,,,,,3.748251438
,,,,,,-1.025458217
,,,,,,-1.331586003
,,,,,,2.335860729
,,,,,,-0.619581819
,,,,,,1.221382141
,,,,,,1.047955513
,,,,,,0.127920866
,,,,,,-0.429071784
,,,,,,1.90786016
,,,,,,1.540219545
,,,,,,1.26125586
,,,,,,-1.614789128
,,,,,,-1.161153913
,,,,,,4.683315277
,,,,,,-1.56250751
,,,,,,-1.896441102
,,,,,,3.309087753
,,,,,,2.079824924
,,,,,,0.540754199
,,,,,,-2.257462502
,,,,,,0.800677776
,,,,,,-1.902902722
,,,,,,1.209123135
,,,,,,-1.888058305
,,,,,,-1.358180165
,,,,,,1.537651896
,,,,,,-0.999889016
,,,,,,4.736606598
,,,,,,1.652863026
,,,,,,-0.164172411
,,,,,,-0.97802341
,,,,,,0.583298206
,,,,,,-2.855205059
,,,,,,3.394632339
,,,,,,1.911087751
,,,,,,-0.250461221
,,,,,,0.551335573
,,,,,,1.454159975
,,,,,,0.961704552
,,,,,,2.815337181
,,,,,,-1.268476605
,,,,,,-1.902032256
,,,,,,1.112650871
,,,,,,0.736597359
,,,,,,-0.719017625
,,,,,,1.343318701
,,,,,,2.076200247
,,,,,,-2.078233242
,,,,,,0.957031369
,,,,,,5.113618374
,,,,,,0.81329453
,,,,,,0.840826392
,,,,,,-0.019262195
,,,,,,-0.772009015
,,,,,,0.113581777
,,,,,,-1.994359612
,,,,,,-1.176933885
,,,,,,4.026013851
,,,,,,-1.273670793
,,,,,,-1.878463149
,,,,,,6.092835903
,,,,,,1.715963721
,,,,,,0.294201493
,,,,,,-0.565030932
,,,,,,-0.936581016
,,,,,,-1.33420074
,,,,,,-0.828481317
,,,,,,5.766757011
,,,,,,1.106937647
,,,,,,2.173557043
,,,,,,2.394472599
,,,,,,-2.473467827
,,,,,,2.550319672
,,,,,,-1.104210258
,,,,,,2.714601517
,,,,,,-2.329890251
,,,,,,2.780311584
,,,,,,0.014219046
,,,,,,-3.271528244
,,,,,,-0.277702212
,,,,,,-4.570230007
,,,,,,2.210057974
,,,,,,1.987339497
,,,,,,-1.654166818
,,,,,,-1.112729907
,,,,,,-4.297807693
,,,,,,0.142483711
,,,,,,0.325516582
,,,,,,-1.961659312
,,,,,,-1.597621799
,,,,,,4.4815588
,,,,,,-1.831560493
,,,,,,3.720492363
,,,,,,-2.103096962
,,,,,,5.913446903
,,,,,,-0.402517438
,,,,,,0.697394609
,,,,,,0.149851441
,,,,,,4.271296024
,,,,,,0.961888075
,,,,,,0.25920403
,,,,,,1.255073547
,,,,,,-4.880766869
,,,,,,1.064900398
,,,,,,-0.597314477
,,,,,,-3.753866196
,,,,,,5.309913158
,,,,,,5.251646519
,,,,,,-0.71757853
,,,,,,-0.647126079
,,,,,,-0.297928452
,,,,,,0.49851048
,,,,,,1.735519528
,,,,,,1.39051497
,,,,,,1.82979846
,,,,,,4.126876831
,,,,,,1.026932597
,,,,,,-0.426084399
,,,,,,2.739152908
,,,,,,-0.932218671
,,,,,,-1.172105908
,,,,,,1.034245491
,,,,,,-0.375389457
,,,,,,2.706242561
,,,,,,-0.898334146
,,,,,,-0.586841226
,,,,,,0.097775102
,,,,,,4.488866329
,,,,,,2.362414598
,,,,,,2.028226614
,,,,,,-0.288239837
,,,,,,1.464326859
,,,,,,3.384926081
,,,,,,-1.302014947
,,,,,,-0.231674075
,,,,,,0.949483693
,,,,,,-0.692584395
,,,,,,4.658432007
,,,,,,-0.569652915
,,,,,,2.038578033
,,,,,,-0.673574805
,,,,,,0.718768001
,,,,,,-1.211674809
,,,,,,-2.185832024
,,,,,,-3.526195526
,,,,,,3.884055614
,,,,,,0.116717696
,,,,,,-1.405271173
,,,,,,-6.919352055
,,,,,,-2.556396484
,,,,,,-0.754537463
,,,,,,0.584507346
,,,,,,-0.723805785
,,,,,,-0.730023503
,,,,,,-0.082511663
,,,,,,-0.522762418
,,,,,,0.674231291
,,,,,,3.011496305
,,,,,,1.036370039
,,,,,,-0.134318948
,,,,,,3.806288719
,,,,,,0.241596937
,,,,,,-5.079091072
,,,,,,-0.810316682
,,,,,,-1.353080153
,,,,,,-4.153721333
,,,,,,1.909343958
,,,,,,1.29684186
,,,,,,0.569022298
,,,,,,3.067118645
,,,,,,-2.522163391
,,,,,,-0.304363847
,,,,,,-0.433937669
,,,,,,2.565841913
,,,,,,-0.574832559
,,,,,,-0.500643373
,,,,,,-0.255534887
,,,,,,-1.864389777
,,,,,,-0.716373324
,,,,,,0.714888334
,,,,,,1.143250585
,,,,,,0.196576953
,,,,,,0.309487343
,,,,,,0.383915901
,,,,,,-0.696596265
,,,,,,-1.498054624
,,,,,,-1.525311589
,,,,,,4.958317757
,,,,,,4.285373211
,,,,,,2.248859882
,,,,,,1.812430859
,,,,,,10.88388252
,,,,,,1.064915895
,,,,,,4.028012276
,,,,,,-0.769984841
,,,,,,-0.796507001
,,,,,,-1.065188289
,,,,,,3.59493351
,,,,,,-0.78159225
,,,,,,-1.974841237
,,,,,,-2.225074768
,,,,,,-0.726408839
,,,,,,1.062277555
,,,,,,1.410862923
,,,,,,4.923423767
,,,,,,3.868494034
,,,,,,2.659207344
,,,,,,-1.131349444
,,,,,,-1.480130076
,,,,,,0.911072612
,,,,,,1.823759556
,,,,,,1.370360613
,,,,,,1.670361519
,,,,,,5.322474003
,,,,,,1.865707755
,,,,,,-2.21333313
,,,,,,2.431280613
,,,,,,-0.725659251
,,,,,,-2.098463535
,,,,,,-1.662001967
,,,,,,-4.298379898
,,,,,,0.032347083
,,,,,,3.78152895
,,,,,,0.736972451
,,,,,,0.563230991
,,,,,,3.074740887
,,,,,,5.318166733
,,,,,,2.046197176
,,,,,,4.851798534
,,,,,,-1.184455276
,,,,,,-1.335827231
,,,,,,0.166093469
,,,,,,-0.716998935
,,,,,,-2.548560143
,,,,,,-1.111006141
,,,,,,-1.196596026
,,,,,,2.878125668
,,,,,,-2.052437782
,,,,,,4.722354889
,,,,,,1.170298815
,,,,,,-2.339917183
,,,,,,1.026718855
,,,,,,2.122164965
,,,,,,0.217839122
,,,,,,-2.584996223
,,,,,,1.377977133
,,,,,,1.496583462
,,,,,,1.298943043
,,,,,,2.459248066
,,,,,,1.683349133
,,,,,,0.600008368
,,,,,,6.960926056
,,,,,,-7.235704899
,,,,,,0.297731042
,,,,,,0.539692163
,,,,,,1.033923626
,,,,,,-4.207344055
,,,,,,2.949646473
,,,,,,-0.657017827
,,,,,,1.441412926
,,,,,,-2.324878216
,,,,,,-0.497926116
,,,,,,-0.930027366
,,,,,,-0.806293845
,,,,,,-0.861487269
,,,,,,2.669828415
,,,,,,-0.839201808
,,,,,,1.515659809
,,,,,,0.748955071
,,,,,,-1.820483327
,,,,,,-0.406301856
,,,,,,-1.373005271
,,,,,,-0.498890758
,,,,,,2.332478046
,,,,,,-3.782520294
,,,,,,1.551792145
,,,,,,1.584483743
,,,,,,-0.714679122
,,,,,,5.487778187
,,,,,,0.319097519
,,,,,,-0.442866921
,,,,,,-0.697074533
,,,,,,-2.915097713
,,,,,,3.64152813
,,,,,,-1.169562697
,,,,,,-1.149373174
,,,,,,0.801404238
,,,,,,-0.776389003
,,,,,,-0.748384356
,,,,,,1.905085564
,,,,,,-0.187629461
,,,,,,-1.569637656
,,,,,,0.829483151
,,,,,,-0.402534127
,,,,,,4.093358517
,,,,,,1.065829754
,,,,,,0.519384146
,,,,,,-0.003628373
,,,,,,-1.13941586
,,,,,,-2.819898129
,,,,,,-1.113094926
,,,,,,1.583898306
,,,,,,-1.783746123
,,,,,,0.027472138
,,,,,,-0.22399354
,,,,,,3.084768772
,,,,,,0.045388699
,,,,,,4.272893429
,,,,,,-1.882467628
,,,,,,1.883206129
,,,,,,-1.616274953
,,,,,,-1.744262576
,,,,,,-0.684790015
,,,,,,2.289280176
,,,,,,-2.829652786
,,,,,,0.431328535
,,,,,,8.541849136
,,,,,,-2.234009266
,,,,,,-4.779573441
,,,,,,-2.081428051
,,,,,,-1.619874835
,,,,,,-1.72337544
,,,,,,1.693066001
,,,,,,1.058200836
,,,,,,-1.331377864
,,,,,,3.445690393
,,,,,,-1.551072001
,,,,,,1.273434877
,,,,,,-1.40153873
,,,,,,1.863477826
,,,,,,0.162858486
,,,,,,2.274260521
,,,,,,2.035580635
,,,,,,2.014597416
,,,,,,-0.297434688
,,,,,,-0.414385915
,,,,,,-2.351677418
,,,,,,1.327306628
,,,,,,-2.481697083
,,,,,,-2.925836086
,,,,,,2.62637043
,,,,,,-2.178609371
,,,,,,2.230205059
,,,,,,0.436139464
,,,,,,7.280558109
,,,,,,1.577218413
,,,,,,-0.113565803
,,,,,,-0.544814944
,,,,,,0.440511703
,,,,,,0.186296701
,,,,,,1.525092602
,,,,,,-1.248598218
,,,,,,-1.324549556
,,,,,,-1.700573564
,,,,,,-1.707966208
,,,,,,0.005939484
,,,,,,1.161674142
,,,,,,2.726852417
,,,,,,5.99105978
,,,,,,-0.616258264
,,,,,,-0.38824904
,,,,,,-0.246254921
,,,,,,-0.54038918
,,,,,,-1.79223001
,,,,,,0.020021081
,,,,,,5.017528057
,,,,,,1.442973614
,,,,,,-0.934820056
,,,,,,0.447902083
,,,,,,0.331162453
,,,,,,3.350851059
,,,,,,5.643369198
,,,,,,-0.233773112
,,,,,,1.367506742
,,,,,,-0.604700685
,,,,,,-1.106490016
,,,,,,2.107145548
,,,,,,-2.129508495
,,,,,,-0.368064046
,,,,,,-0.376134753
,,,,,,0.975596607
,,,,,,0.362300277
,,,,,,-5.241467953
,,,,,,-1.130621314
,,,,,,0.033226013
,,,,,,0.887319446
